MB_CODE_2021,MB_CATEGORY_NAME_2021,AREA_ALBERS_SQKM,Dwelling,Person,State,
50235030000,Residential,0.0376,32,59,5,
50235040000,Residential,0.5764,38,87,5,
50235050000,Education,0.3252,0,0,5,
50235070000,Parkland,2.9238,0,0,5,
50235080000,Primary Production,57.0912,28,56,5,
50235090000,Primary Production,113.0101,36,91,5,
50235120000,Primary Production,75.0826,11,29,5,
50235130000,Primary Production,107.7885,36,88,5,
50235140000,Parkland,39.1481,0,0,5,
50235150000,Parkland,2.5946,0,0,5,
50235160000,Parkland,2.8049,0,0,5,
50235170000,Parkland,3.4663,0,0,5,
50235180000,Parkland,6.3937,0,0,5,
50235190000,Parkland,0.4645,0,4,5,
50235200000,Primary Production,75.3095,27,35,5,
50235210000,Parkland,0.4055,0,0,5,
50235220000,Parkland,1.6835,0,0,5,
50235230000,Parkland,8.0461,0,0,5,
50235240000,Parkland,1.1257,0,0,5,
50235250000,Parkland,1.6225,0,0,5,
50235260000,Primary Production,82.21,31,66,5,
50235270000,Primary Production,50.9727,22,51,5,
50235280000,Parkland,0.3538,0,0,5,
50235290000,Residential,1.1457,43,130,5,
50235300000,Parkland,3.4635,0,0,5,
50235310000,Residential,2.5305,32,56,5,
50235320000,Residential,1.1032,19,41,5,
50235330000,Residential,0.3667,17,46,5,
50235340000,Residential,1.3808,48,112,5,
50235350000,Primary Production,19.6273,105,295,5,
50235360000,Parkland,0.0475,0,0,5,
50235370000,Education,0.0166,0,0,5,
50235380000,Parkland,0.0206,0,0,5,
50235390000,Residential,0.0377,32,77,5,
50235400000,Residential,0.0755,42,82,5,
50235410000,Residential,0.0753,48,80,5,
50235420000,Residential,0.0754,49,114,5,
50235430000,Residential,0.0857,18,42,5,
50235440000,Residential,0.0783,27,50,5,
50235450000,Residential,0.0652,40,81,5,
50235460000,Residential,0.7781,30,79,5,
50235470000,Residential,0.7291,27,71,5,
50235480000,Residential,4.1063,57,115,5,
50235490000,Residential,0.5943,35,79,5,
50235500000,Residential,0.6811,35,68,5,
50235510000,Residential,1.0733,28,64,5,
50235520000,Primary Production,85.46,35,70,5,
50235530000,Parkland,6.1729,0,0,5,
50235561000,Primary Production,14.9166,49,116,5,
50235562000,Other,4.3116,21,42,5,
50235563000,Industrial,0.69,0,0,5,
50235581000,Primary Production,34.4913,48,94,5,
50235582000,Primary Production,3.6622,7,14,5,
50235583000,Parkland,1.0742,0,0,5,
50235584000,Commercial,0.1208,0,9,5,
50235590000,Residential,2.0663,28,51,5,
50235600000,Residential,1.1112,26,46,5,
50235620000,Primary Production,42.0951,21,340,5,
50235630000,Residential,9.8926,34,73,5,
50235640000,Primary Production,10.7791,19,28,5,
50235650000,Primary Production,54.3977,43,98,5,
50235660000,Primary Production,105.3883,37,75,5,
50235680000,Primary Production,27.5482,35,77,5,
50235690000,Residential,0.11,23,30,5,
50235700000,Residential,0.0596,28,56,5,
50235710000,Residential,0.0851,30,41,5,
50235720000,Residential,0.0501,16,23,5,
50235731000,Primary Production,30.5363,7,15,5,
50235732000,Primary Production,39.0251,9,50,5,
50235733000,Primary Production,53.0844,11,14,5,
50235741000,Primary Production,44.978,20,33,5,
50235742000,Primary Production,9.8924,10,15,5,
50235750000,Residential,1.4851,26,61,5,
50235760000,Residential,1.2516,24,43,5,
50235770000,Residential,2.1899,31,74,5,
50235780000,Primary Production,55.3341,24,38,5,
50235800000,Parkland,0.0623,0,0,5,
50235812000,Residential,0.3325,15,25,5,
50235820000,Parkland,0.0464,0,0,5,
50235830000,Parkland,0.089,0,0,5,
50235840000,Residential,0.6484,31,66,5,
50235850000,Residential,0.8848,41,88,5,
50235860000,Residential,0.5005,26,66,5,
50235870000,Residential,0.1984,39,60,5,
50235880000,Residential,0.1207,18,47,5,
50235890000,Residential,1.7918,30,60,5,
50235900000,Parkland,8.7667,0,0,5,
50235910000,Parkland,0.0205,0,0,5,
50235920000,Residential,0.0716,39,63,5,
50235930000,Residential,0.0475,42,53,5,
50235940000,Parkland,0.0008,0,0,5,
50235950000,Primary Production,313.6967,12,21,5,
50235960000,Parkland,1.4864,0,0,5,
50235980000,Parkland,0.01,0,0,5,
50236010000,Parkland,2.1858,0,0,5,
50236020000,Residential,0.5645,11,28,5,
50236030000,Primary Production,165.1163,25,46,5,
50236050000,Residential,1.104,0,0,5,
50236060000,Hospital/Medical,0.0257,4,21,5,
50236070000,Residential,0.0848,51,71,5,
50236090000,Industrial,0.323,8,14,5,
50236110000,Residential,0.1192,24,41,5,
50236120000,Residential,0.4538,28,45,5,
50236130000,Residential,1.1795,10,33,5,
50236150000,Residential,0.0419,40,62,5,
50236170000,Primary Production,595.0143,14,56,5,
50236180000,Education,0.0304,0,0,5,
50236190000,Residential,0.0524,37,59,5,
50236200000,Residential,0.2056,35,56,5,
50236210000,Primary Production,5.0709,6,11,5,
50236220000,Parkland,0.0328,0,0,5,
50236230000,Residential,0.1303,13,31,5,
50236250000,Parkland,0.1765,0,0,5,
50236260000,Residential,0.1892,46,54,5,
50236271000,Parkland,0.6959,0,7,5,
50236272000,Residential,0.1218,32,40,5,
50236281000,Residential,0.0257,23,16,5,
50236282000,Residential,0.025,30,30,5,
50236290000,Residential,0.0632,32,54,5,
50236320000,Residential,0.7795,41,83,5,
50236330000,Residential,0.7272,12,32,5,
50236340000,Residential,0.0821,50,87,5,
50236350000,Residential,0.0581,60,87,5,
50236360000,Residential,0.046,28,43,5,
50236370000,Residential,0.0441,15,28,5,
50236382000,Residential,0.1087,18,25,5,
50236391000,Commercial,0.0542,0,10,5,
50236392000,Commercial,0.028,0,0,5,
50236393000,Commercial,0.0186,0,0,5,
50236394000,Commercial,0.0321,0,0,5,
50236395000,Commercial,0.0288,4,0,5,
50236396000,Residential,0.0496,117,43,5,
50236400000,Residential,0.0651,49,91,5,
50236410000,Residential,1.986,16,29,5,
50236420000,Primary Production,968.5534,57,79,5,
50236431000,Primary Production,721.9435,24,25,5,
50236432000,Residential,2.5909,4,27,5,
50236451000,Residential,0.3147,35,80,5,
50236460000,Parkland,0.4579,0,5,5,
50236470000,Commercial,0.032,11,6,5,
50236471000,Commercial,0.0415,3,9,5,
50236472000,Commercial,0.0187,3,3,5,
50236473000,Commercial,0.0239,0,0,5,
50236474000,Commercial,0.0348,5,6,5,
50236475000,Commercial,0.0197,0,7,5,
50236480000,Parkland,0.0615,0,0,5,
50236500000,Residential,0.0379,24,35,5,
50236510000,Residential,0.2363,26,48,5,
50236520000,Residential,0.0645,44,66,5,
50236530000,Residential,1.2583,31,65,5,
50236550000,Residential,0.0416,38,42,5,
50236561000,Residential,0.022,8,10,5,
50236570000,Residential,0.2772,25,57,5,
50236580000,Residential,0.3442,28,64,5,
50236600000,Residential,0.1406,29,49,5,
50236610000,Residential,0.0467,22,40,5,
50236621100,Other,0.2341,0,0,5,
50236621200,Other,0.0167,0,0,5,
50236621300,Other,0.2211,0,0,5,
50236621500,Other,0.0356,0,0,5,
50236622300,Parkland,1.3658,0,0,5,
50236622400,Parkland,2.9727,0,0,5,
50236622500,Residential,0.9729,36,18,5,
50236628100,Parkland,0.1408,0,0,5,
50236628200,Residential,0.0335,10,10,5,
50236628300,Residential,0.0197,5,5,5,
50236628400,Residential,0.0189,0,0,5,
50236628500,Residential,0.0387,7,7,5,
50236628600,Residential,0.1083,9,27,5,
50236628700,Residential,0.0418,3,0,5,
50236628800,Residential,0.049,3,9,5,
50236629200,Residential,0.0479,0,9,5,
50236629300,Residential,0.0356,0,0,5,
50236629500,Residential,0.0472,0,7,5,
50236630000,Parkland,1806.3249,0,0,5,
50236640000,Primary Production,1495.9282,0,0,5,
50236660000,Primary Production,285.4673,48,110,5,
50236680000,Residential,0.0442,43,56,5,
50236690000,Water,1.0017,0,0,5,
50236700000,Water,0.5387,0,0,5,
50236710000,Water,0.1557,0,0,5,
50236720000,Water,2.0851,0,0,5,
50236730000,Water,0.5367,0,0,5,
50236740000,Water,0.9576,0,0,5,
50236760000,Parkland,0.6474,0,0,5,
50236780000,Water,0.3665,0,0,5,
50236800000,Residential,0.0809,0,4,5,
50236820000,Parkland,5.4144,0,0,5,
50236830000,Residential,1.1956,9,14,5,
50236840000,Water,1.7143,0,0,5,
50236860000,Water,0.5421,0,0,5,
50236870000,Residential,0.055,23,30,5,
50236890000,Residential,0.2086,10,18,5,
50236900000,Parkland,1.2532,0,0,5,
50236910000,Water,6.2648,0,0,5,
50236920000,Parkland,10.9986,0,0,5,
50236930000,Parkland,5.4319,0,0,5,
50236950000,Primary Production,165.1321,10,25,5,
50236980000,Primary Production,311.134,26,47,5,
50237000000,Parkland,2.2789,0,0,5,
50237010000,Residential,0.0731,38,98,5,
50237020000,Residential,0.0711,42,174,5,
50237030000,Residential,0.0062,24,38,5,
50237041000,Residential,0.0653,17,41,5,
50237042000,Residential,0.0405,24,65,5,
50237050000,Residential,0.0644,34,93,5,
50237060000,Residential,0.0645,36,108,5,
50237070000,Residential,0.0863,82,188,5,
50237080000,Residential,0.0751,53,132,5,
50237090000,Commercial,0.0276,0,0,5,
50237100000,Residential,0.0102,36,52,5,
50237110000,Education,0.0365,0,0,5,
50237121000,Residential,0.0249,8,47,5,
50237122000,Residential,0.0065,10,16,5,
50237123000,Residential,0.0135,16,30,5,
50237124000,Residential,0.0079,3,16,5,
50237130000,Residential,0.0615,47,140,5,
50237140000,Residential,0.0821,47,136,5,
50237150000,Parkland,0.0247,0,0,5,
50237160000,Commercial,0.0118,7,10,5,
50237170000,Residential,0.0434,48,101,5,
50237180000,Residential,0.0691,40,117,5,
50237320000,Parkland,0.1214,0,0,5,
50237470000,Parkland,2.952,0,0,5,
50237500000,Residential,0.1479,60,56,5,
50237510000,Residential,0.0625,24,42,5,
50237520000,Residential,0.061,21,25,5,
50237530000,Residential,0.0704,16,22,5,
50237550000,Primary Production,830.3974,0,4,5,
50237570000,Education,0.0456,0,0,5,
50237610000,Primary Production,3490.012,3,197,5,
50237620000,Primary Production,1094.2441,21,60,5,
50237640000,Residential,0.0829,6,8,5,
50237650000,Primary Production,769.7578,12,33,5,
50237661000,Primary Production,872.7053,39,92,5,
50237662000,Commercial,1.7888,0,0,5,
50237670000,Parkland,3.4745,0,0,5,
50237682000,Commercial,0.0702,0,0,5,
50237683000,Residential,0.176,9,14,5,
50237684000,Industrial,0.7015,0,0,5,
50237710000,Commercial,0.0279,6,5,5,
50237760000,Residential,0.0009,26,31,5,
50237790000,Transport,0.0068,0,0,5,
50237800000,Commercial,0.1025,0,10,5,
50237830000,Residential,0.0014,27,55,5,
50237840000,Residential,0.0188,52,50,5,
50237870000,Residential,0.0013,156,202,5,
50237880000,Residential,0.0152,84,89,5,
50237890000,Residential,0.0021,65,63,5,
50237900000,Commercial,0.0041,8,0,5,
50237910000,Residential,0.0012,32,33,5,
50237930000,Commercial,0.0036,0,0,5,
50237950000,Residential,0.0261,309,468,5,
50237960000,Parkland,0.038,0,0,5,
50237970000,Commercial,0.0179,13,39,5,
50238000000,Residential,0.1208,0,4,5,
50238010000,Residential,0.0034,112,140,5,
50238050000,Residential,0.0148,93,155,5,
50238060000,Parkland,0.0292,42,0,5,
50238070000,Residential,0.0066,20,29,5,
50238080000,Commercial,0.0321,6,4,5,
50238090000,Education,0.0155,0,8,5,
50238100000,Residential,0.0304,137,488,5,
50238110000,Hospital/Medical,0.0302,0,0,5,
50238120000,Residential,0.0106,190,218,5,
50238140000,Parkland,0.0442,4,0,5,
50238160000,Residential,0.0054,28,47,5,
50238170000,Residential,0.0143,91,127,5,
50238191000,Education,0.0661,0,0,5,
50238192000,Education,0.1168,0,1016,5,
50238200000,Parkland,0.0218,0,0,5,
50238210000,Residential,0.009,66,118,5,
50238220000,Residential,0.0282,108,163,5,
50238230000,Residential,0.0081,34,56,5,
50238240000,Residential,0.0115,31,66,5,
50238250000,Residential,0.0124,49,58,5,
50238260000,Residential,0.0155,41,70,5,
50238270000,Residential,0.0061,42,49,5,
50238290000,Residential,0.0142,69,109,5,
50238300000,Residential,0.0033,39,57,5,
50238310000,Residential,0.0062,131,154,5,
50238330000,Residential,0.0065,84,120,5,
50238340000,Residential,0.0047,41,50,5,
50238350000,Residential,0.0123,41,50,5,
50238370000,Residential,0.0074,57,66,5,
50238380000,Residential,0.0055,32,50,5,
50238420000,Residential,0.0015,40,32,5,
50238430000,Residential,0.006,43,55,5,
50238440000,Residential,0.0029,54,49,5,
50238450000,Residential,0.0125,51,84,5,
50238460000,Residential,0.0096,41,77,5,
50238470000,Commercial,0.0214,9,17,5,
50238490000,Commercial,0.01,18,20,5,
50238500000,Commercial,0.0205,37,53,5,
50238510000,Commercial,0.0084,0,0,5,
50238520000,Residential,0.0095,76,68,5,
50238531000,Residential,0.0092,28,34,5,
50238532000,Commercial,0.0044,0,0,5,
50238533000,Residential,0.0061,56,77,5,
50238540000,Residential,0.004,60,73,5,
50238551000,Commercial,0.0136,39,54,5,
50238552000,Commercial,0.0091,0,0,5,
50238553000,Commercial,0.0192,0,0,5,
50238560000,Commercial,0.0187,0,15,5,
50238572000,Residential,0.0095,46,77,5,
50238581000,Commercial,0.0063,4,0,5,
50238582000,Residential,0.0047,53,62,5,
50238583000,Commercial,0.0051,0,0,5,
50238590000,Commercial,0.02,0,9,5,
50238600000,Commercial,0.011,17,24,5,
50238610000,Residential,0.013,18,29,5,
50238620000,Commercial,0.0196,0,77,5,
50238630000,Commercial,0.0266,3,8,5,
50238641000,Residential,0.0114,8,9,5,
50238642000,Commercial,0.0032,0,0,5,
50238651000,Commercial,0.0093,0,0,5,
50238652000,Commercial,0.0058,0,0,5,
50238653000,Commercial,0.0058,0,0,5,
50238654000,Commercial,0.0032,0,0,5,
50238661000,Commercial,0.0181,3,14,5,
50238662000,Commercial,0.0124,0,0,5,
50238670000,Residential,0.0296,41,44,5,
50238680000,Residential,0.0126,49,69,5,
50238691000,Residential,0.0087,73,98,5,
50238692000,Residential,0.0063,26,48,5,
50238700000,Commercial,0.0101,10,9,5,
50238710000,Commercial,0.017,15,23,5,
50238720000,Residential,0.0056,53,84,5,
50238731000,Commercial,0.0309,0,0,5,
50238732000,Commercial,0.0182,0,0,5,
50238740000,Residential,0.0078,77,110,5,
50238750000,Commercial,0.0061,0,0,5,
50238760000,Residential,0.0056,14,23,5,
50238770000,Residential,0.0053,32,55,5,
50238780000,Residential,0.0111,54,84,5,
50238790000,Parkland,0.0168,0,0,5,
50238800000,Parkland,0.0252,3,0,5,
50238811000,Commercial,0.0149,0,0,5,
50238812000,Commercial,0.0204,0,9,5,
50238820000,Hospital/Medical,0.0046,0,0,5,
50238830000,Commercial,0.0016,0,0,5,
50238881000,Residential,0.0138,55,67,5,
50238882000,Residential,0.0027,46,68,5,
50238891000,Commercial,0.0185,0,8,5,
50238912000,Commercial,0.005,11,14,5,
50238920000,Residential,0.008,29,56,5,
50238931000,Commercial,0.0176,3,0,5,
50238932000,Commercial,0.0135,0,0,5,
50238940000,Commercial,0.0291,0,0,5,
50238951000,Commercial,0.0406,0,0,5,
50238952000,Transport,0.0976,0,0,5,
50238953000,Commercial,0.044,0,0,5,
50238970000,Education,0.0138,0,0,5,
50238980000,Transport,0.0294,0,0,5,
50238992000,Residential,0.0093,66,107,5,
50239000000,Parkland,0.0162,7,0,5,
50239022000,Residential,0.0123,89,127,5,
50239023000,Residential,0.0363,116,137,5,
50239031000,Residential,0.0181,42,63,5,
50239041000,Residential,0.0304,80,196,5,
50239042000,Commercial,0.0158,0,0,5,
50239051000,Commercial,0.0329,10,0,5,
50239052000,Residential,0.0103,34,35,5,
50239070000,Other,0.0128,0,0,5,
50239081000,Commercial,0.0217,0,0,5,
50239082000,Commercial,0.016,0,3,5,
50239083000,Commercial,0.019,0,0,5,
50239084000,Commercial,0.0145,0,0,5,
50239091000,Residential,0.0354,97,128,5,
50239101000,Commercial,0.0235,0,3,5,
50239111000,Residential,0.0214,29,46,5,
50239112000,Transport,0.0229,0,0,5,
50239121000,Residential,0.0214,12,57,5,
50239122000,Residential,0.0129,16,88,5,
50239123000,Industrial,0.0091,0,3,5,
50239131000,Industrial,0.0158,0,0,5,
50239132000,Residential,0.0112,90,179,5,
50239133000,Industrial,0.0259,0,0,5,
50239134000,Residential,0.0355,36,89,5,
50239140000,Parkland,0.0305,0,0,5,
50239150000,Parkland,0.0041,0,0,5,
50239160000,Commercial,0.0128,16,30,5,
50239170000,Education,0.0219,0,0,5,
50239180000,Parkland,0.0748,0,0,5,
50239240000,Residential,0.0051,42,61,5,
50239250000,Residential,0.0034,34,36,5,
50239280000,Residential,0.0049,51,60,5,
50239310000,Residential,0.0075,82,111,5,
50239350000,Residential,0.0043,34,50,5,
50239360000,Residential,0.003,76,51,5,
50239370000,Residential,0.0028,75,86,5,
50239382000,Residential,0.0117,98,187,5,
50239412000,Residential,0.009,31,46,5,
50239430000,Residential,0.0028,36,48,5,
50239450000,Residential,0.0072,78,134,5,
50239460000,Residential,0.0043,82,74,5,
50239480000,Residential,0.0036,62,123,5,
50239490000,Residential,0.0061,107,105,5,
50239500000,Residential,0.0028,45,80,5,
50239510000,Residential,0.0111,76,140,5,
50239520000,Residential,0.0046,69,142,5,
50239540000,Residential,0.0043,52,75,5,
50239550000,Residential,0.0023,32,40,5,
50239580000,Residential,0.0109,37,60,5,
50239590000,Residential,0.0271,110,188,5,
50239600000,Parkland,0.0898,0,0,5,
50239620000,Residential,0.0049,77,93,5,
50239630000,Residential,0.0347,76,98,5,
50239651000,Commercial,0.0265,0,3,5,
50239652000,Commercial,0.018,0,0,5,
50239670000,Parkland,0.0654,0,0,5,
50239690000,Parkland,0.089,0,0,5,
50239700000,Parkland,0.1614,0,0,5,
50239730000,Residential,0.0136,41,83,5,
50239740000,Residential,0.0092,38,80,5,
50239750000,Residential,0.0158,46,64,5,
50239760000,Residential,0.0081,43,73,5,
50239770000,Residential,0.0157,51,109,5,
50239780000,Residential,0.008,40,86,5,
50239790000,Residential,0.0112,54,85,5,
50239800000,Residential,0.0029,45,45,5,
50239820000,Parkland,0.0172,0,0,5,
50239831000,Residential,0.0078,48,70,5,
50239832000,Residential,0.0068,22,50,5,
50239840000,Residential,0.0031,62,78,5,
50239861000,Commercial,0.0062,0,0,5,
50239862000,Commercial,0.003,0,0,5,
50239864000,Commercial,0.0066,0,0,5,
50239870000,Residential,0.0088,63,100,5,
50239880000,Residential,0.0024,21,32,5,
50239891000,Industrial,0.0777,0,0,5,
50239892000,Industrial,0.0098,0,0,5,
50239900000,Residential,0.0132,4,9,5,
50239940000,Parkland,0.0256,0,0,5,
50239970000,Residential,0.0083,29,49,5,
50239990000,Residential,0.0045,26,38,5,
50240010000,Residential,0.0081,24,52,5,
50240030000,Residential,0.0066,71,105,5,
50240050000,Parkland,4.157,0,0,5,
50240062000,Commercial,0.0313,0,5,5,
50240070000,Commercial,0.0249,32,48,5,
50240090000,Industrial,0.1289,0,0,5,
50240110000,Commercial,0.0105,4,5,5,
50240120000,Education,0.0488,0,0,5,
50240130000,Residential,0.044,24,26,5,
50240140000,Parkland,0.1881,0,0,5,
50240150000,Parkland,0.3265,0,0,5,
50240160000,Parkland,27.0487,0,0,5,
50240170000,Parkland,0.3396,0,0,5,
50240180000,Parkland,2.0457,0,0,5,
50240190000,Parkland,0.3852,0,0,5,
50240200000,Parkland,1.0906,0,0,5,
50240210000,Parkland,0.4278,0,0,5,
50240220000,Parkland,0.9831,0,0,5,
50240230000,Parkland,9.246,0,0,5,
50240240000,Parkland,1.008,0,0,5,
50240250000,Parkland,0.375,0,0,5,
50240260000,Parkland,0.6507,0,0,5,
50240290000,Parkland,1.6726,0,0,5,
50240300000,Parkland,0.711,0,0,5,
50240310000,Residential,4.3065,27,61,5,
50240320000,Parkland,0.7174,0,0,5,
50240340000,Residential,0.1251,28,41,5,
50240350000,Hospital/Medical,0.0195,0,0,5,
50240360000,Residential,0.0921,33,54,5,
50240370000,Residential,0.1003,30,62,5,
50240380000,Residential,0.1272,36,67,5,
50240390000,Parkland,0.0173,0,0,5,
50240400000,Parkland,0.0215,0,0,5,
50240410000,Parkland,0.0591,0,0,5,
50240420000,Parkland,0.0358,3,4,5,
50240430000,Parkland,0.1513,0,0,5,
50240440000,Parkland,0.0171,0,0,5,
50240450000,Parkland,0.0351,0,0,5,
50240460000,Residential,0.1056,50,83,5,
50240471000,Commercial,0.0501,8,12,5,
50240472000,Commercial,0.0393,0,0,5,
50240473000,Commercial,0.1779,0,0,5,
50240474000,Commercial,0.0651,4,18,5,
50240475000,Commercial,0.0199,3,0,5,
50240477000,Commercial,0.0321,0,3,5,
50240478000,Commercial,0.0235,0,0,5,
50240479000,Commercial,0.03,7,12,5,
50240520000,Residential,0.8244,36,57,5,
50240530000,Parkland,0.2013,8,9,5,
50240540000,Residential,0.4995,27,36,5,
50240550000,Parkland,3.3803,0,0,5,
50240561000,Primary Production,198.4994,28,72,5,
50240563000,Primary Production,171.007,34,68,5,
50240565000,Primary Production,1.9303,0,0,5,
50240570000,Residential,0.5941,20,37,5,
50240580000,Parkland,0.6107,0,0,5,
50240600000,Water,1.7112,0,0,5,
50240610000,Water,0.5193,0,0,5,
50240620000,Water,0.6557,0,0,5,
50240630000,Residential,0.0872,13,28,5,
50240640000,Residential,0.0807,43,49,5,
50240660000,Residential,0.0544,29,58,5,
50240670000,Residential,0.1711,40,89,5,
50240680000,Residential,0.0646,37,92,5,
50240690000,Residential,0.1011,44,77,5,
50240700000,Residential,0.0502,31,68,5,
50240720000,Parkland,0.6078,0,0,5,
50240730000,Parkland,0.5222,0,0,5,
50240740000,Water,0.9436,0,0,5,
50240750000,Water,0.5414,0,0,5,
50240770000,Water,0.6897,0,0,5,
50240780000,Water,2.7897,0,0,5,
50240790000,Parkland,2.9727,0,0,5,
50240800000,Water,0.5706,0,0,5,
50240810000,Residential,0.6065,33,82,5,
50240820000,Parkland,6.1778,0,0,5,
50240860000,Parkland,0.5155,0,0,5,
50240880000,Water,1.1083,0,0,5,
50240890000,Parkland,2.3815,0,0,5,
50240910000,Parkland,19.8314,0,0,5,
50240920000,Residential,0.1112,45,69,5,
50240930000,Residential,0.0786,29,58,5,
50240941000,Residential,0.0624,28,46,5,
50240942000,Residential,0.041,21,50,5,
50240950000,Residential,0.293,28,55,5,
50240962000,Commercial,0.0505,5,10,5,
50240964000,Commercial,0.0246,3,3,5,
50240965000,Commercial,0.0248,3,4,5,
50240966000,Commercial,0.0135,0,3,5,
50240967000,Commercial,0.0692,0,0,5,
50240968000,Commercial,0.0181,0,0,5,
50240969000,Commercial,0.0173,0,0,5,
50240970000,Hospital/Medical,0.1049,35,99,5,
50240991000,Primary Production,89.3986,79,155,5,
50241000000,Residential,1.0234,5,5,5,
50241010000,Residential,0.0767,12,15,5,
50241020000,Residential,0.0772,23,29,5,
50241031000,Primary Production,17.6363,52,106,5,
50241032000,Primary Production,15.9205,76,145,5,
50241033000,Primary Production,34.4562,33,53,5,
50241041000,Primary Production,26.475,51,111,5,
50241042000,Primary Production,1.4471,22,47,5,
50241050000,Primary Production,15.0142,44,94,5,
50241060000,Primary Production,3.8936,27,60,5,
50241070000,Primary Production,150.5229,85,143,5,
50241080000,Residential,0.1463,25,36,5,
50241090000,Residential,0.0646,9,16,5,
50241100000,Residential,0.1743,22,24,5,
50241110000,Residential,0.068,21,43,5,
50241120000,Residential,0.0566,17,38,5,
50241130000,Residential,0.0624,16,30,5,
50241140000,Residential,0.0577,11,14,5,
50241150000,Residential,0.0786,9,15,5,
50241160000,Residential,0.1066,13,17,5,
50241170000,Residential,0.076,23,21,5,
50241180000,Residential,0.197,26,43,5,
50241190000,Residential,0.1214,18,25,5,
50241200000,Residential,0.0982,16,20,5,
50241210000,Parkland,0.5278,8,0,5,
50241220000,Residential,0.0637,19,27,5,
50241230000,Residential,0.0678,52,73,5,
50241260000,Residential,0.3004,29,70,5,
50241270000,Residential,0.5277,50,113,5,
50241280000,Residential,0.1738,39,113,5,
50241290000,Residential,1.3892,44,81,5,
50241320000,Primary Production,212.3158,175,329,5,
50241330000,Residential,1.0384,5,8,5,
50241340000,Residential,1.8457,38,75,5,
50241350000,Residential,1.6744,31,59,5,
50241360000,Residential,2.175,55,127,5,
50241370000,Parkland,63.3731,0,0,5,
50241384000,Water,1.1819,0,0,5,
50241392000,Primary Production,170.1014,98,186,5,
50241400000,Parkland,211.4639,0,0,5,
50241410000,Primary Production,378.3768,32,45,5,
50241420000,Parkland,49.5695,0,0,5,
50241450000,Water,3.6278,0,0,5,
50241460000,Parkland,148.2388,0,0,5,
50241470000,Primary Production,439.9006,64,127,5,
50241480000,Primary Production,324.2948,51,116,5,
50241491000,Primary Production,201.0548,39,93,5,
50241492000,Primary Production,50.6362,4,5,5,
50241500000,Primary Production,276.5023,24,37,5,
50241510000,Parkland,87.1495,0,0,5,
50241520000,Primary Production,91.6399,66,116,5,
50241530000,Water,0.512,0,0,5,
50241540000,Parkland,0.532,0,0,5,
50241590000,Parkland,0.0118,0,0,5,
50241630000,Water,0.8093,0,0,5,
50241640000,Water,0.547,0,0,5,
50241650000,Water,1.546,0,0,5,
50241660000,Water,0.5361,0,0,5,
50241670000,Parkland,0.119,0,0,5,
50241680000,Water,0.8344,0,0,5,
50241690000,Residential,0.0277,39,53,5,
50241701000,Residential,0.0344,50,109,5,
50241710000,Education,0.0367,6,17,5,
50241720000,Residential,0.0566,56,118,5,
50241740000,Residential,0.026,30,61,5,
50241750000,Residential,0.049,47,135,5,
50241770000,Residential,0.0229,65,55,5,
50241780000,Water,0.8739,0,0,5,
50241790000,Water,2.0132,0,0,5,
50241800000,Water,0.9962,0,0,5,
50241810000,Water,0.6037,0,0,5,
50241820000,Water,0.6971,0,0,5,
50241830000,Parkland,0.0465,0,0,5,
50241840000,Water,1.654,0,0,5,
50241850000,Water,2.8401,0,0,5,
50241860000,Water,1.0222,0,0,5,
50241870000,Water,0.8272,0,0,5,
50241880000,Water,0.9022,0,0,5,
50241940000,Parkland,0.2163,0,0,5,
50241950000,Parkland,0.5576,0,0,5,
50241960000,Parkland,0.1056,0,0,5,
50241970000,Parkland,0.0918,0,0,5,
50241980000,Parkland,0.0019,0,0,5,
50241990000,Parkland,0.0061,0,0,5,
50242000000,Parkland,0.0266,0,0,5,
50242010000,Parkland,0.0303,0,0,5,
50242020000,Water,0.523,0,0,5,
50242030000,Hospital/Medical,0.0408,0,0,5,
50242040000,Residential,0.0543,50,111,5,
50242050000,Residential,0.0336,31,69,5,
50242060000,Residential,0.04,42,100,5,
50242071000,Residential,0.0513,47,98,5,
50242072000,Residential,0.0433,42,121,5,
50242073000,Residential,0.0448,46,141,5,
50242074000,Residential,0.0273,30,74,5,
50242075000,Residential,0.0483,43,111,5,
50242080000,Residential,0.0224,30,70,5,
50242090000,Residential,0.0199,41,41,5,
50242100000,Residential,0.0608,55,132,5,
50242110000,Residential,0.0276,38,69,5,
50242130000,Residential,0.0468,50,106,5,
50242140000,Residential,0.0607,45,141,5,
50242150000,Water,1.227,0,0,5,
50242160000,Residential,0.0258,56,59,5,
50242170000,Residential,0.0361,41,89,5,
50242181000,Residential,0.0264,29,57,5,
50242182000,Residential,0.0204,24,49,5,
50242190000,Residential,0.0554,33,87,5,
50242200000,Residential,0.0397,26,52,5,
50242210000,Residential,0.0472,43,93,5,
50242220000,Residential,0.0327,31,66,5,
50242230000,Residential,0.0701,81,126,5,
50242240000,Parkland,0.0145,0,0,5,
50242250000,Water,0.5064,0,0,5,
50242260000,Parkland,0.0197,0,0,5,
50242270000,Residential,0.0543,35,82,5,
50242280000,Residential,0.0331,28,59,5,
50242290000,Water,1.321,0,0,5,
50242300000,Water,1.8398,0,0,5,
50242310000,Parkland,0.2142,0,0,5,
50242330000,Water,1.7074,0,0,5,
50242340000,Water,0.6746,0,0,5,
