MB_CODE_2021,MB_CATEGORY_NAME_2021,AREA_ALBERS_SQKM,Dwelling,Person,State,
50118020000,Residential,0.0382,55,141,5,
50118030000,Residential,0.0355,48,107,5,
50118040000,Residential,0.0398,54,115,5,
50118050000,Residential,0.0384,48,107,5,
50118060000,Education,0.0252,0,0,5,
50118070000,Parkland,0.0209,0,0,5,
50118080000,Education,0.1302,0,0,5,
50118090000,Parkland,0.0728,0,0,5,
50118100000,Parkland,0.0225,8,8,5,
50118120000,Residential,0.0331,38,98,5,
50118130000,Parkland,0.9489,0,0,5,
50118140000,Residential,0.0265,48,96,5,
50118150000,Education,0.0303,68,129,5,
50118160000,Residential,0.0375,37,93,5,
50118170000,Residential,0.0327,62,123,5,
50118180000,Parkland,0.0097,0,0,5,
50118200000,Residential,0.0453,46,92,5,
50118210000,Residential,0.046,45,69,5,
50118220000,Industrial,0.1994,0,0,5,
50118230000,Education,0.0378,0,0,5,
50118240000,Parkland,0.1591,0,0,5,
50118250000,Education,0.0884,0,0,5,
50118260000,Residential,0.0412,33,84,5,
50118270000,Residential,0.0724,55,125,5,
50118280000,Residential,0.0333,38,94,5,
50118290000,Residential,0.0392,55,147,5,
50118300000,Residential,0.0389,48,130,5,
50118310000,Parkland,0.018,0,0,5,
50118321000,Residential,0.0251,25,68,5,
50118322000,Residential,0.0261,34,71,5,
50118330000,Residential,0.0483,56,119,5,
50118340000,Parkland,0.1998,0,0,5,
50118350000,Residential,0.0423,60,103,5,
50118360000,Residential,0.029,45,108,5,
50118370000,Residential,0.0418,59,137,5,
50118380000,Residential,0.0295,43,87,5,
50118390000,Residential,0.0434,61,142,5,
50118400000,Parkland,0.0477,0,0,5,
50118410000,Residential,0.0565,73,170,5,
50118420000,Residential,0.0171,38,85,5,
50118430000,Education,0.0629,0,0,5,
50118440000,Parkland,0.0052,0,0,5,
50118450000,Residential,0.0287,28,80,5,
50118460000,Education,0.0695,0,0,5,
50118471000,Education,0.0984,0,0,5,
50118472000,Education,0.046,0,0,5,
50118480000,Parkland,0.01,0,0,5,
50118500000,Parkland,0.0093,0,0,5,
50118510000,Residential,0.0274,40,83,5,
50118520000,Residential,0.0346,59,127,5,
50118530000,Parkland,0.0652,0,0,5,
50118540000,Residential,0.025,32,88,5,
50118570000,Parkland,0.1303,0,0,5,
50118581000,Commercial,0.0567,0,0,5,
50118582000,Commercial,0.0205,0,0,5,
50118583000,Commercial,0.0538,0,9,5,
50118590000,Parkland,0.018,0,0,5,
50118600000,Parkland,0.0808,0,24,5,
50118610000,Hospital/Medical,0.0856,0,23,5,
50118620000,Parkland,0.0584,0,0,5,
50118630000,Parkland,0.0477,9,0,5,
50118650000,Residential,0.0341,12,13,5,
50118660000,Parkland,0.1849,0,0,5,
50118680000,Parkland,0.0025,0,0,5,
50118700000,Industrial,1.2111,4,0,5,
50118711000,Industrial,0.0406,0,0,5,
50118720000,Residential,0.0137,28,64,5,
50118730000,Residential,0.0238,54,116,5,
50118740000,Residential,0.018,10,23,5,
50118750000,Residential,0.0227,45,57,5,
50118760000,Residential,0.0331,32,77,5,
50118770000,Residential,0.0165,43,104,5,
50118780000,Residential,0.0147,33,74,5,
50118790000,Residential,0.0141,20,44,5,
50118800000,Residential,0.0125,45,78,5,
50118810000,Parkland,0.0129,3,7,5,
50118831000,Industrial,0.0276,0,0,5,
50118832000,Industrial,0.0092,0,0,5,
50118833000,Industrial,0.0194,0,0,5,
50118840000,Industrial,0.0447,0,0,5,
50118850000,Industrial,0.0548,0,0,5,
50118870000,Residential,0.0195,34,88,5,
50118890000,Residential,0.02,59,93,5,
50118900000,Residential,0.0277,38,92,5,
50118910000,Residential,0.0236,34,65,5,
50118920000,Residential,0.0174,33,75,5,
50118930000,Parkland,0.0155,0,0,5,
50118940000,Residential,0.0191,60,124,5,
50118950000,Residential,0.0286,55,113,5,
50118970000,Residential,0.0137,58,54,5,
50118990000,Residential,0.0122,16,34,5,
50119000000,Residential,0.0213,27,58,5,
50119030000,Residential,0.009,46,82,5,
50119041000,Commercial,0.0313,0,10,5,
50119042000,Residential,0.0126,38,58,5,
50119050000,Residential,0.0156,47,80,5,
50119060000,Parkland,0.0142,0,0,5,
50119080000,Residential,0.0088,30,62,5,
50119090000,Residential,0.0038,53,59,5,
50119100000,Residential,0.0172,41,75,5,
50119110000,Residential,0.0225,0,0,5,
50119120000,Residential,0.0341,57,110,5,
50119131000,Commercial,0.0278,4,0,5,
50119132000,Commercial,0.0135,0,0,5,
50119140000,Residential,0.0198,40,82,5,
50119150000,Residential,0.0195,47,100,5,
50119170000,Residential,0.0111,101,130,5,
50119180000,Residential,0.0266,31,71,5,
50119192000,Commercial,0.0125,4,7,5,
50119193000,Commercial,0.0149,9,29,5,
50119200000,Residential,0.047,54,161,5,
50119210000,Residential,0.0175,40,79,5,
50119220000,Residential,0.0111,32,49,5,
50119230000,Residential,0.0465,48,113,5,
50119250000,Residential,0.0499,65,169,5,
50119260000,Residential,0.0231,46,86,5,
50119270000,Residential,0.0241,57,99,5,
50119280000,Residential,0.0359,60,108,5,
50119290000,Residential,0.0221,33,49,5,
50119300000,Residential,0.0202,69,78,5,
50119310000,Residential,0.0209,60,79,5,
50119320000,Residential,0.0213,52,72,5,
50119330000,Residential,0.0088,15,16,5,
50119340000,Residential,0.0207,30,44,5,
50119350000,Residential,0.0341,37,66,5,
50119370000,Residential,0.0093,78,73,5,
50119380000,Residential,0.0393,49,116,5,
50119391000,Residential,0.0135,11,16,5,
50119392000,Residential,0.0127,14,37,5,
50119393000,Residential,0.0115,31,44,5,
50119400000,Residential,0.0264,55,86,5,
50119410000,Residential,0.0232,29,47,5,
50119440000,Residential,0.0069,19,40,5,
50119450000,Residential,0.0213,38,65,5,
50119460000,Residential,0.0222,53,76,5,
50119470000,Residential,0.009,28,59,5,
50119480000,Residential,0.0251,38,96,5,
50119491000,Industrial,0.073,0,0,5,
50119492000,Industrial,0.0201,9,22,5,
50119493000,Industrial,0.0571,0,5,5,
50119494000,Industrial,0.0681,3,4,5,
50119495000,Industrial,0.0532,6,6,5,
50119496000,Industrial,0.0219,0,0,5,
50119500000,Residential,0.055,70,150,5,
50119510000,Residential,0.0076,40,60,5,
50119520000,Residential,0.0216,42,71,5,
50119530000,Residential,0.0071,61,62,5,
50119540000,Residential,0.0228,47,83,5,
50119550000,Residential,0.0153,35,70,5,
50119560000,Residential,0.0087,44,62,5,
50119580000,Residential,0.02,60,111,5,
50119590000,Residential,0.0195,52,84,5,
50119600000,Residential,0.0241,46,95,5,
50119610000,Residential,0.0202,47,93,5,
50119620000,Residential,0.021,40,67,5,
50119630000,Residential,0.0168,41,79,5,
50119640000,Residential,0.024,54,116,5,
50119650000,Residential,0.0197,34,87,5,
50119662000,Commercial,0.0091,4,5,5,
50119663000,Commercial,0.006,8,5,5,
50119664000,Commercial,0.0019,0,0,5,
50119670000,Hospital/Medical,0.0042,12,22,5,
50119680000,Residential,0.0326,48,111,5,
50119690000,Residential,0.0256,33,88,5,
50119721000,Residential,0.0227,39,89,5,
50119722000,Residential,0.0155,24,45,5,
50119730000,Residential,0.0346,61,253,5,
50119740000,Residential,0.0362,48,103,5,
50119760000,Residential,0.0249,32,69,5,
50119770000,Residential,0.0665,69,157,5,
50119780000,Residential,0.0375,43,116,5,
50119790000,Residential,0.024,46,98,5,
50119800000,Residential,0.0238,39,85,5,
50119810000,Residential,0.0249,53,96,5,
50119820000,Residential,0.0157,40,89,5,
50119830000,Residential,0.0085,42,58,5,
50119840000,Residential,0.0378,51,123,5,
50119850000,Residential,0.0398,51,114,5,
50119860000,Residential,0.0281,51,90,5,
50119870000,Residential,0.0585,77,192,5,
50119890000,Residential,0.0467,60,132,5,
50119900000,Residential,0.0207,67,84,5,
50119910000,Residential,0.026,16,128,5,
50119920000,Residential,0.0518,60,141,5,
50119930000,Residential,0.0343,57,94,5,
50119940000,Residential,0.0564,49,119,5,
50119950000,Residential,0.0589,66,151,5,
50119960000,Residential,0.055,57,136,5,
50119970000,Residential,0.0374,42,106,5,
50119980000,Residential,0.0543,64,171,5,
50119990000,Residential,0.0413,54,124,5,
50120000000,Residential,0.0424,49,101,5,
50120011000,Residential,0.0373,23,53,5,
50120012000,Residential,0.0281,36,80,5,
50120021000,Industrial,0.0758,0,0,5,
50120022000,Industrial,0.031,0,0,5,
50120030000,Industrial,0.1007,0,0,5,
50120041000,Industrial,0.0613,0,0,5,
50120042000,Industrial,0.0569,0,0,5,
50120051000,Industrial,0.133,0,0,5,
50120052000,Industrial,0.056,0,0,5,
50120053000,Industrial,0.06,0,0,5,
50120061000,Industrial,0.0755,0,0,5,
50120062000,Industrial,0.0644,0,0,5,
50120071000,Industrial,0.0841,0,0,5,
50120072000,Industrial,0.0647,0,0,5,
50120073000,Industrial,0.0764,0,0,5,
50120081000,Industrial,0.0956,0,0,5,
50120082000,Industrial,0.0758,0,0,5,
50120083000,Industrial,0.0682,0,0,5,
50120110000,Residential,0.02,39,86,5,
50120120000,Residential,0.0224,43,67,5,
50120130000,Residential,0.0254,45,82,5,
50120140000,Residential,0.0311,56,127,5,
50120150000,Residential,0.0331,70,150,5,
50120160000,Residential,0.0132,30,49,5,
50120170000,Residential,0.0065,50,65,5,
50120180000,Residential,0.0158,34,67,5,
50120190000,Residential,0.0242,49,92,5,
50120200000,Residential,0.0318,52,99,5,
50120210000,Residential,0.0298,58,143,5,
50120220000,Residential,0.0257,54,126,5,
50120230000,Residential,0.0178,45,82,5,
50120240000,Residential,0.0167,22,49,5,
50120251000,Residential,0.0326,37,107,5,
50120253000,Residential,0.0194,29,56,5,
50120260000,Residential,0.0179,36,71,5,
50120270000,Residential,0.017,27,61,5,
50120280000,Residential,0.0411,43,114,5,
50120290000,Residential,0.0245,47,105,5,
50120300000,Residential,0.0433,61,139,5,
50120310000,Residential,0.0316,67,132,5,
50120320000,Residential,0.0103,19,48,5,
50120330000,Residential,0.0553,77,180,5,
50120340000,Residential,0.0349,46,105,5,
50120350000,Residential,0.0271,39,71,5,
50120370000,Residential,0.0418,68,119,5,
50120380000,Residential,0.0302,39,94,5,
50120390000,Residential,0.0374,30,72,5,
50120400000,Residential,0.0154,48,48,5,
50120410000,Residential,0.0205,42,76,5,
50120421000,Residential,0.0184,38,72,5,
50120422000,Residential,0.0084,22,25,5,
50120430000,Residential,0.0255,7,12,5,
50120440000,Residential,0.0174,19,31,5,
50120450000,Residential,0.0515,59,148,5,
50120460000,Residential,0.0459,58,138,5,
50120471000,Residential,0.0419,43,101,5,
50120472000,Commercial,0.0127,0,0,5,
50120481000,Residential,0.0299,30,76,5,
50120482000,Residential,0.0284,28,74,5,
50120490000,Residential,0.0452,41,112,5,
50120500000,Residential,0.0433,44,118,5,
50120510000,Residential,0.0424,45,102,5,
50120520000,Residential,0.0257,23,49,5,
50120530000,Residential,0.0331,56,139,5,
50120540000,Residential,0.0302,29,58,5,
50120550000,Residential,0.0302,41,93,5,
50120561000,Residential,0.0244,36,43,5,
50120562000,Residential,0.0155,29,35,5,
50120563000,Residential,0.0155,23,38,5,
50120571000,Residential,0.0297,47,87,5,
50120572000,Residential,0.0324,50,116,5,
50120580000,Residential,0.0295,41,92,5,
50120590000,Residential,0.0553,67,148,5,
50120600000,Residential,0.0652,69,153,5,
50120610000,Residential,0.0498,68,140,5,
50120620000,Residential,0.0499,61,145,5,
50120640000,Residential,0.058,52,121,5,
50120650000,Residential,0.0386,36,72,5,
50120660000,Residential,0.053,75,176,5,
50120670000,Residential,0.0797,74,146,5,
50120680000,Residential,0.0389,47,113,5,
50120690000,Residential,0.0767,59,138,5,
50120700000,Residential,0.0522,42,120,5,
50120710000,Residential,0.0453,58,118,5,
50120720000,Residential,0.0595,56,157,5,
50120730000,Residential,0.0581,53,129,5,
50120740000,Residential,0.0436,43,117,5,
50120750000,Residential,0.0528,39,105,5,
50120760000,Residential,0.0604,61,161,5,
50120770000,Residential,0.0346,33,64,5,
50120781000,Residential,0.0279,62,71,5,
50120782000,Residential,0.0389,33,91,5,
50120790000,Residential,0.0438,46,105,5,
50120800000,Residential,0.0478,49,108,5,
50120810000,Residential,0.0447,45,124,5,
50120820000,Residential,0.0524,49,131,5,
50120830000,Residential,0.038,51,105,5,
50120840000,Residential,0.0459,48,120,5,
50120850000,Residential,0.0483,55,148,5,
50120860000,Residential,0.029,26,57,5,
50120870000,Residential,0.0306,33,84,5,
50120900000,Residential,0.0295,54,104,5,
50120910000,Residential,0.0325,52,125,5,
50120930000,Residential,0.0283,38,90,5,
50120940000,Residential,0.016,36,68,5,
50120950000,Residential,0.0228,44,112,5,
50120960000,Residential,0.0302,43,97,5,
50120970000,Residential,0.0435,92,196,5,
50120981000,Commercial,0.1937,7,8,5,
50120990000,Residential,0.0673,35,96,5,
50121000000,Residential,0.0705,0,0,5,
50121010000,Residential,0.0649,156,181,5,
50121020000,Commercial,0.0455,6,10,5,
50121031000,Residential,0.0277,32,81,5,
50121032000,Residential,0.0166,55,84,5,
50121041000,Residential,0.194,8,22,5,
50121043000,Residential,0.0238,43,112,5,
50121050000,Commercial,0.0848,11,23,5,
50121060000,Commercial,0.0485,31,60,5,
50121100000,Residential,0.0137,20,24,5,
50121110000,Residential,0.0213,43,82,5,
50121120000,Parkland,0.0119,0,0,5,
50121131000,Residential,0.0124,6,19,5,
50121132000,Residential,0.0099,47,70,5,
50121140000,Residential,0.0447,39,83,5,
50121150000,Parkland,0.0692,0,0,5,
50121160000,Residential,0.0261,57,88,5,
50121170000,Residential,0.03,34,70,5,
50121180000,Residential,0.0337,27,49,5,
50121190000,Residential,0.0503,40,89,5,
50121200000,Residential,0.0215,24,52,5,
50121210000,Residential,0.0519,37,72,5,
50121220000,Residential,0.0409,23,60,5,
50121230000,Residential,0.0344,35,59,5,
50121240000,Residential,0.0718,60,109,5,
50121250000,Residential,0.0358,35,87,5,
50121260000,Residential,0.037,23,43,5,
50121270000,Residential,0.039,49,75,5,
50121280000,Residential,0.0386,27,55,5,
50121290000,Education,0.0559,0,0,5,
50121300000,Residential,0.0318,32,63,5,
50121310000,Industrial,0.2086,3,3,5,
50121320000,Residential,0.0326,39,72,5,
50121330000,Residential,0.0481,44,69,5,
50121340000,Parkland,0.0095,0,0,5,
50121350000,Residential,0.0288,24,65,5,
50121360000,Parkland,5.9764,0,0,5,
50121370000,Parkland,0.0936,0,0,5,
50121380000,Parkland,1.8754,0,0,5,
50121390000,Parkland,0.0102,0,0,5,
50121400000,Parkland,0.014,0,0,5,
50121410000,Parkland,0.0124,0,0,5,
50121420000,Parkland,0.0073,0,0,5,
50121430000,Parkland,0.0153,0,0,5,
50121440000,Parkland,0.012,0,0,5,
50121450000,Parkland,0.0174,0,0,5,
50121460000,Parkland,0.034,0,0,5,
50121470000,Parkland,0.1075,0,0,5,
50121480000,Parkland,0.0438,0,0,5,
50121490000,Parkland,0.0116,0,0,5,
50121500000,Parkland,0.0145,0,0,5,
50121510000,Parkland,0.0137,0,0,5,
50121520000,Parkland,0.0913,0,0,5,
50121530000,Parkland,0.0487,0,0,5,
50121540000,Parkland,0.0316,0,0,5,
50121550000,Parkland,0.0816,0,0,5,
50121560000,Parkland,0.0298,0,0,5,
50121570000,Parkland,3.3847,0,0,5,
50121580000,Parkland,0.0251,0,0,5,
50121590000,Parkland,0.0167,0,0,5,
50121600000,Parkland,0.005,0,0,5,
50121610000,Parkland,0.0144,0,0,5,
50121620000,Parkland,2.0666,0,0,5,
50121630000,Parkland,0.0364,0,0,5,
50121640000,Parkland,0.0058,0,0,5,
50121650000,Parkland,0.019,0,0,5,
50121660000,Parkland,0.0279,0,0,5,
50121670000,Parkland,0.006,0,0,5,
50121680000,Parkland,0.2187,0,0,5,
50121690000,Parkland,0.0183,0,0,5,
50121700000,Parkland,0.0466,0,0,5,
50121710000,Parkland,0.0056,0,0,5,
50121720000,Parkland,0.0255,0,0,5,
50121730000,Parkland,0.0431,0,0,5,
50121740000,Parkland,0.0284,0,0,5,
50121750000,Parkland,0.1678,0,0,5,
50121760000,Parkland,0.0087,0,0,5,
50121770000,Parkland,0.0094,0,0,5,
50121780000,Parkland,0.0258,0,0,5,
50121790000,Parkland,0.0086,0,0,5,
50121800000,Parkland,0.0061,0,0,5,
50121810000,Parkland,0.0285,0,0,5,
50121820000,Parkland,0.0263,0,0,5,
50121830000,Parkland,0.6138,0,0,5,
50121840000,Parkland,0.066,0,0,5,
50121850000,Parkland,0.0093,0,0,5,
50121860000,Parkland,0.0455,0,0,5,
50121870000,Parkland,0.012,0,0,5,
50121880000,Parkland,0.0288,0,0,5,
50121890000,Parkland,0.0222,0,0,5,
50121900000,Parkland,0.0165,0,0,5,
50121910000,Parkland,0.0811,0,0,5,
50121920000,Parkland,0.0118,0,0,5,
50121930000,Parkland,0.0183,0,0,5,
50121940000,Parkland,0.0251,0,0,5,
50121950000,Parkland,0.0235,0,0,5,
50121960000,Parkland,0.0071,0,0,5,
50121970000,Parkland,0.0061,0,0,5,
50121980000,Parkland,0.0022,0,0,5,
50121990000,Parkland,0.1492,0,0,5,
50122000000,Parkland,0.0048,0,0,5,
50122010000,Parkland,0.0269,0,0,5,
50122020000,Parkland,0.2579,0,0,5,
50122030000,Parkland,0.0236,0,0,5,
50122040000,Parkland,0.0063,0,0,5,
50122050000,Parkland,0.0028,0,0,5,
50122060000,Parkland,0.1988,0,0,5,
50122070000,Parkland,0.0082,0,0,5,
50122080000,Parkland,0.0025,0,0,5,
50122090000,Parkland,0.0038,0,0,5,
50122100000,Parkland,0.0308,0,0,5,
50122110000,Parkland,0.005,0,0,5,
50122120000,Parkland,0.0041,0,0,5,
50122130000,Parkland,0.0079,0,0,5,
50122140000,Parkland,0.0317,0,0,5,
50122150000,Parkland,0.0423,0,0,5,
50122160000,Parkland,0.0077,0,0,5,
50122170000,Parkland,0.2604,0,0,5,
50122180000,Parkland,0.0918,0,0,5,
50122190000,Parkland,0.1142,0,0,5,
50122200000,Parkland,0.1109,0,0,5,
50122210000,Parkland,0.0535,0,0,5,
50122220000,Residential,0.0378,0,4,5,
50122230000,Parkland,0.1119,0,0,5,
50122240000,Parkland,0.0207,0,0,5,
50122250000,Education,0.0787,0,0,5,
50122260000,Residential,0.0561,30,73,5,
50122270000,Residential,0.0451,40,83,5,
50122280000,Education,0.0441,0,0,5,
50122290000,Residential,0.0736,44,84,5,
50122300000,Residential,0.0306,34,50,5,
50122310000,Parkland,0.0226,0,0,5,
50122320000,Residential,0.0925,47,134,5,
50122330000,Parkland,0.0841,0,0,5,
50122340000,Residential,0.0026,16,19,5,
50122350000,Residential,0.0464,47,88,5,
50122360000,Residential,0.0148,33,13,5,
50122370000,Education,0.0535,3,0,5,
50122380000,Residential,0.0671,52,106,5,
50122390000,Residential,0.0345,34,64,5,
50122400000,Residential,0.0098,44,44,5,
50122410000,Residential,0.0557,48,102,5,
50122420000,Residential,0.0472,35,98,5,
50122430000,Residential,0.0568,49,86,5,
50122440000,Residential,0.038,37,83,5,
50122450000,Parkland,0.0124,0,0,5,
50122460000,Residential,0.0729,58,128,5,
50122470000,Residential,0.0384,33,61,5,
50122480000,Residential,0.0591,45,94,5,
50122490000,Residential,0.0318,29,73,5,
50122500000,Parkland,0.0558,0,0,5,
50122510000,Residential,0.0605,44,97,5,
50122520000,Residential,0.0402,40,57,5,
50122530000,Residential,0.0402,31,74,5,
50122540000,Residential,0.044,36,74,5,
50122550000,Residential,0.0635,46,83,5,
50122560000,Residential,0.0294,26,53,5,
50122570000,Residential,0.0155,14,14,5,
50122580000,Residential,0.0406,43,71,5,
50122590000,Parkland,0.0126,0,0,5,
50122600000,Parkland,0.0119,0,0,5,
50122610000,Parkland,0.015,0,0,5,
50122620000,Parkland,0.1236,0,0,5,
50122630000,Residential,0.0483,46,75,5,
50122640000,Education,0.0401,0,0,5,
50122660000,Residential,0.0589,52,102,5,
50122670000,Education,0.0391,0,0,5,
50122680000,Residential,0.0547,47,103,5,
50122690000,Residential,0.0393,27,57,5,
50122701000,Residential,0.0354,44,76,5,
50122702000,Residential,0.0378,27,61,5,
50122710000,Residential,0.0393,32,65,5,
50122720000,Residential,0.037,34,73,5,
50122730000,Parkland,0.0211,0,0,5,
50122741000,Industrial,0.1409,0,5,5,
50122742000,Industrial,0.2634,6,9,5,
50122750000,Residential,0.0576,33,82,5,
50122760000,Residential,0.0432,44,99,5,
50122770000,Residential,0.0026,13,24,5,
50122780000,Parkland,0.479,0,0,5,
50122790000,Residential,0.0298,30,48,5,
50122800000,Parkland,0.0622,0,0,5,
50122810000,Residential,0.0478,43,76,5,
50122820000,Residential,0.0479,27,62,5,
50122830000,Residential,0.043,38,80,5,
50122840000,Residential,0.0365,32,68,5,
50122850000,Residential,0.0439,35,67,5,
50122860000,Residential,0.0528,56,102,5,
50122870000,Residential,0.0357,33,77,5,
50122880000,Residential,0.0237,30,58,5,
50122890000,Residential,0.0317,28,57,5,
50122900000,Residential,0.0861,46,83,5,
50122930000,Residential,0.0458,39,85,5,
50122940000,Residential,0.0339,33,50,5,
50122950000,Residential,0.0441,41,77,5,
50122960000,Residential,0.0404,35,78,5,
50122970000,Residential,0.0497,46,77,5,
50122980000,Residential,0.0322,29,64,5,
50122990000,Residential,0.0419,41,73,5,
50123001000,Residential,0.0599,44,90,5,
50123002000,Residential,0.0453,0,0,5,
50123010000,Residential,0.1543,44,82,5,
50123020000,Education,0.1356,0,0,5,
50123030000,Residential,0.0599,37,81,5,
50123050000,Residential,0.0499,52,95,5,
50123060000,Residential,0.0437,39,89,5,
50123070000,Residential,0.0367,28,50,5,
50123080000,Residential,0.0475,43,88,5,
50123090000,Residential,0.1184,30,49,5,
50123100000,Parkland,0.046,0,0,5,
50123111000,Residential,0.0871,11,23,5,
50123112000,Residential,0.0607,30,56,5,
50123113000,Residential,0.1204,0,109,5,
50123130000,Residential,0.0755,58,90,5,
50123140000,Residential,0.0512,38,84,5,
50123150000,Residential,0.0409,34,82,5,
50123160000,Residential,0.0531,33,69,5,
50123170000,Residential,0.0448,34,91,5,
50123180000,Residential,0.0629,48,110,5,
50123190000,Residential,0.026,21,60,5,
50123200000,Residential,0.0252,25,41,5,
50123230000,Residential,0.0492,29,78,5,
50123240000,Residential,0.0319,31,61,5,
50123250000,Residential,0.0502,39,82,5,
50123260000,Residential,0.0444,34,81,5,
50123270000,Residential,0.0887,45,111,5,
50123280000,Residential,0.0486,38,59,5,
50123290000,Residential,0.0346,46,73,5,
50123302000,Industrial,0.1487,3,10,5,
50123310000,Residential,0.0603,45,66,5,
50123320000,Education,0.0704,0,4,5,
50123330000,Residential,0.0379,49,79,5,
50123340000,Parkland,0.1058,0,0,5,
50123350000,Residential,0.0204,29,33,5,
50123360000,Residential,0.0187,26,25,5,
50123370000,Residential,0.0422,54,98,5,
50123380000,Residential,0.0587,49,110,5,
50123390000,Residential,0.1073,36,66,5,
50123400000,Residential,0.0506,45,87,5,
50123410000,Residential,0.0391,32,57,5,
50123420000,Residential,0.0392,36,65,5,
50123430000,Residential,0.0296,28,47,5,
50123440000,Residential,0.0635,44,79,5,
50123450000,Residential,0.2019,45,92,5,
50123460000,Residential,0.0638,54,116,5,
50123471000,Commercial,0.0255,0,4,5,
50123472000,Commercial,0.0205,6,3,5,
50123473000,Residential,0.0379,21,23,5,
50123480000,Residential,0.0603,20,29,5,
50123500000,Residential,0.0334,40,69,5,
50123510000,Parkland,0.0098,0,0,5,
50123521000,Industrial,0.5733,0,0,5,
50123522000,Industrial,0.0986,0,0,5,
50123523000,Industrial,0.0519,0,0,5,
50123530000,Residential,0.0634,55,108,5,
50123540000,Residential,0.0371,27,55,5,
50123551000,Commercial,0.0607,0,0,5,
50123552000,Commercial,0.0482,0,0,5,
50123555000,Commercial,0.0373,11,10,5,
50123561000,Residential,0.0302,20,40,5,
50123562000,Residential,0.0298,19,55,5,
50123570000,Residential,0.0353,41,60,5,
50123580000,Residential,0.0432,41,75,5,
50123590000,Residential,0.0806,49,73,5,
50123600000,Residential,0.0617,49,84,5,
50123610000,Residential,0.0907,57,114,5,
50123620000,Residential,0.049,49,115,5,
50123630000,Residential,0.0587,42,81,5,
50123640000,Residential,0.0497,69,69,5,
50123650000,Residential,0.1151,32,47,5,
50123660000,Parkland,0.0217,0,0,5,
50123670000,Residential,0.0309,31,45,5,
50123680000,Parkland,0.0804,0,0,5,
50123690000,Residential,0.1973,39,93,5,
50123710000,Residential,0.0589,55,92,5,
50123720000,Residential,0.0371,42,90,5,
50123740000,Residential,0.0449,37,95,5,
50123750000,Residential,0.0653,37,76,5,
50123760000,Residential,0.074,45,107,5,
50123770000,Residential,0.0539,13,24,5,
50123780000,Residential,0.0701,58,138,5,
50123790000,Residential,0.0548,38,61,5,
50123800000,Residential,0.0776,52,89,5,
50123810000,Parkland,0.072,0,0,5,
50123840000,Residential,0.0521,41,101,5,
50123860000,Residential,0.0355,28,74,5,
50123870000,Residential,0.03,39,81,5,
50123880000,Residential,0.0544,43,69,5,
50123890000,Residential,0.0444,33,66,5,
50123900000,Residential,0.0755,35,92,5,
50123910000,Residential,0.0764,39,70,5,
50123920000,Parkland,0.049,0,0,5,
50123930000,Residential,0.0387,48,66,5,
50123941000,Industrial,0.1406,0,0,5,
50123942000,Industrial,0.0382,0,0,5,
50123943000,Industrial,0.0489,0,0,5,
50123944000,Industrial,0.0534,4,9,5,
50123950000,Commercial,0.0239,3,3,5,
50123960000,Residential,0.0346,29,72,5,
50123970000,Residential,0.0439,40,69,5,
50123981000,Commercial,0.0382,25,26,5,
50123982000,Commercial,0.0225,4,3,5,
50123984000,Commercial,0.0169,0,0,5,
50124000000,Residential,0.321,40,91,5,
50124021000,Industrial,0.5241,0,0,5,
50124022000,Industrial,0.1638,0,5,5,
50124023000,Industrial,0.5266,0,0,5,
50124024000,Industrial,0.2617,0,3,5,
50124031000,Residential,0.6442,44,93,5,
50124032000,Residential,0.0545,26,61,5,
50124033000,Residential,0.0365,34,95,5,
50124034000,Residential,0.0428,40,77,5,
50124035000,Residential,0.0319,18,52,5,
50124036000,Residential,0.0344,32,85,5,
50124037000,Residential,0.0324,23,70,5,
50124038000,Residential,0.0245,29,66,5,
50124039000,Residential,0.0277,28,62,5,
50124040000,Parkland,0.0229,0,0,5,
50124050000,Residential,0.034,31,64,5,
50124060000,Residential,0.1618,127,98,5,
50124070000,Parkland,0.6465,0,0,5,
50124080000,Residential,0.0891,49,107,5,
50124090000,Education,0.0585,0,0,5,
50124101000,Residential,0.0362,27,50,5,
50124102000,Residential,0.1704,30,44,5,
50124103000,Commercial,0.0274,40,35,5,
50124110000,Parkland,0.068,0,0,5,
50124120000,Residential,0.0555,52,96,5,
50124130000,Residential,0.0447,32,69,5,
50124140000,Residential,0.0264,32,33,5,
50124151000,Other,0.9463,0,0,5,
50124152000,Residential,0.0375,37,77,5,
50124160000,Residential,0.0445,35,97,5,
50124170000,Residential,0.0441,34,83,5,
50124180000,Residential,0.0487,35,72,5,
50124200000,Residential,0.1007,27,32,5,
50124210000,Residential,0.0828,27,57,5,
50124220000,Residential,0.0582,49,85,5,
50124230000,Residential,0.058,42,80,5,
50124240000,Residential,0.0316,27,47,5,
50124250000,Residential,0.0633,54,104,5,
50124260000,Residential,0.0808,47,94,5,
50124270000,Residential,0.0552,34,63,5,
50124280000,Education,0.1857,0,0,5,
50124290000,Residential,0.0054,37,25,5,
50124300000,Residential,0.0496,29,48,5,
50124311000,Industrial,0.1787,0,0,5,
50124313000,Industrial,0.2521,0,4,5,
50124320000,Parkland,0.0549,3,0,5,
50124330000,Residential,0.0498,47,78,5,
50124340000,Residential,0.1276,34,60,5,
50124350000,Residential,0.0551,48,94,5,
50124360000,Residential,0.039,34,64,5,
50124370000,Residential,0.0353,41,72,5,
50124380000,Residential,0.0638,44,86,5,
